"CEBPE","HGNC:1836","chr14:23586515-23588464","chr14:23117306-23119255","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1836","2016-08-22T17:46:58+00:00"
"CELF4","HGNC:14015","chr18:34823003-35145761","chr18:37242844-37565798","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14015","2022-12-07T17:27:14+00:00"
"CENPP","HGNC:32933","chr9:95087750-95382811","chr9:92325468-92620529","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:32933","2012-09-19T14:12:20+00:00"
"CEP164","HGNC:29182","chr11:117192494-117283982","chr11:117321778-117413266","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:29182","2016-08-22T17:47:00+00:00"
"CEP290","HGNC:29021","chr12:88442793-88535865","chr12:88049016-88142088","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:29021","2012-08-22T14:34:26+00:00"
"CEP78","HGNC:25740","chr9:80850991-80894606","chr9:78236075-78279690","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25740","2017-10-23T19:35:05+00:00"
"CERS3","HGNC:23752","chr15:100940600-101084888","chr15:100400395-100544683","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23752","2016-08-22T17:47:01+00:00"
"CERT1","HGNC:2205","chr5:74664311-74807806","chr5:75368486-75511981","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2205","2023-01-25T17:11:36+00:00"
"CFAP418","HGNC:27232","chr8:96257141-96281429","chr8:95244913-95269201","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:27232","2016-08-22T17:46:35+00:00"
"CFAP53","HGNC:26530","chr18:47753563-47792865","chr18:50227193-50266495","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26530","2016-08-22T17:46:44+00:00"
"CFC1","HGNC:18292","chr2:131349738-131357148","chr2:130592165-130599575","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18292","2021-09-22T16:07:11+00:00"
"CFD","HGNC:2771","chr19:859664-863641","chr19:859664-863641","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2771","2016-08-22T17:47:02+00:00"
"CFL2","HGNC:1875","chr14:35178319-35183799","chr14:34709113-34714593","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1875","2016-08-22T17:47:03+00:00"
"CFTR","HGNC:1884","chr7:117120079-117308719","chr7:117480025-117668665","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1884","2016-08-22T17:47:03+00:00"
"CHAMP1","HGNC:20311","chr13:115079978-115092797","chr13:114314503-114327322","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20311","2025-06-10T16:16:04+00:00"
"CHAT","HGNC:1912","chr10:50817141-50875988","chr10:49609095-49667942","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1912","2016-08-22T17:47:04+00:00"
"CHD1L","HGNC:1916","chr1:146644326-146767443","chr1:147172747-147295762","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1916","2018-08-30T18:53:22+00:00"
"CHD2","HGNC:1917","chr15:93443554-93571226","chr15:92900324-93027996","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1917","2019-10-23T16:24:58+00:00"
"CHD4","HGNC:1919","chr12:6679248-6716545","chr12:6570082-6607379","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1919","2022-11-30T18:00:07+00:00"
"CHD5","HGNC:16816","chr1:6161847-6240381","chr1:6101787-6180321","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16816","2022-09-27T16:44:43+00:00"
"CHD7","HGNC:20626","chr8:61591299-61780587","chr8:60678740-60868028","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20626","2023-04-11T16:26:48+00:00"
"CHD8","HGNC:20153","chr14:21853358-21924282","chr14:21385199-21456123","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20153","2018-04-25T16:45:15+00:00"
"CHEK1","HGNC:1925","chr11:125495031-125546150","chr11:125625136-125681124","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1925","2021-11-10T17:45:07+00:00"
"CHEK2","HGNC:16627","chr22:29083731-29137822","chr22:28687743-28741834","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16627","2020-01-08T17:26:33+00:00"
"CHKB","HGNC:1938","chr22:51017392-51021278","chr22:50578963-50582849","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1938","2016-08-22T17:47:05+00:00"
"CHL1","HGNC:1939","chr3:238446-451100","chr3:196763-409417","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1939","2023-12-12T17:45:16+00:00"
"CHM","HGNC:1940","chrX:85116185-85302562","chrX:85861180-86047558","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1940","2021-03-24T16:36:08+00:00"
"CHMP1A","HGNC:8740","chr16:89710843-89724116","chr16:89644435-89657708","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8740","2016-08-22T17:47:06+00:00"
"CHMP7","HGNC:28439","chr8:23101150-23119512","chr8:23243637-23261999","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:28439","2022-09-27T16:51:32+00:00"
"CHRDL1","HGNC:29861","chrX:109917084-110039045","chrX:110673856-110795817","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:29861","2016-12-08T19:39:07+00:00"
"CHRM3","HGNC:1952","chr1:239549868-240078750","chr1:239386568-239915450","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1952","2023-11-16T21:23:27+00:00"
"CHRNA4","HGNC:1958","chr20:61974575-61992701","chr20:63343223-63361349","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1958","2025-12-22T15:21:18+00:00"
"CHRNA7","HGNC:1960","chr15:32322686-32465219","chr15:32030483-32173018","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1960","2018-05-10T21:26:46+00:00"
"CHST6","HGNC:6938","chr16:75505940-75529339","chr16:75472042-75495441","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6938","2016-08-22T17:47:06+00:00"
"CHSY1","HGNC:17198","chr15:101715932-101792253","chr15:101175727-101252048","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17198","2016-08-22T17:47:07+00:00"
"CIC","HGNC:14214","chr19:42772682-42799948","chr19:42268530-42295796","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14214","2022-11-08T17:49:51+00:00"
"CIDEC","HGNC:24229","chr3:9908394-9921937","chr3:9866710-9880253","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:24229","2016-08-22T17:47:08+00:00"
"CITED2","HGNC:1987","chr6:139692944-139695785","chr6:139371807-139374648","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1987","2023-11-29T17:51:27+00:00"
"CLASP1","HGNC:17088","chr2:122095352-122407038","chr2:121337776-121649462","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17088","2022-12-13T17:51:00+00:00"
"CLCF1","HGNC:17412","chr11:67131639-67141648","chr11:67364168-67374177","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17412","2016-08-22T17:47:09+00:00"
"CLCN4","HGNC:2022","chrX:10125015-10205700","chrX:10156975-10237660","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2022","2022-07-27T16:56:39+00:00"
"CLCN5","HGNC:2023","chrX:49687206-49863887","chrX:49922596-50099230","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2023","2012-10-18T19:11:43+00:00"
"CLCNKA","HGNC:2026","chr1:16348531-16360545","chr1:16022036-16034050","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2026","2012-05-17T19:48:55+00:00"
"CLCNKB","HGNC:2027","chr1:16370277-16383821","chr1:16043782-16057326","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2027","2011-11-17T20:07:39+00:00"
"CLDN14","HGNC:2035","chr21:37832919-37948867","chr21:36460621-36576569","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2035","2016-08-22T17:47:10+00:00"
"CLMP","HGNC:24039","chr11:122940580-123065956","chr11:123069872-123195248","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:24039","2016-08-22T17:47:10+00:00"
"CLN3","HGNC:2074","chr16:28477974-28503403","chr16:28466653-28492082","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2074","2016-08-22T17:47:12+00:00"
"CLN8","HGNC:2079","chr8:1711955-1734736","chr8:1753059-1786570","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2079","2016-08-22T17:47:13+00:00"
"CLNK","HGNC:17438","chr4:10488019-10686392","chr4:10486395-10734846","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17438","2016-06-02T13:15:06+00:00"
"CLPP","HGNC:2084","chr19:6361542-6370253","chr19:6361531-6370242","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2084","2018-03-06T21:41:02+00:00"
"CLRN1","HGNC:12605","chr3:150643950-150690786","chr3:150926163-150972999","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12605","2016-08-22T17:47:15+00:00"
"CLTC","HGNC:2092","chr17:57697256-57774317","chr17:59619895-59696956","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2092","2022-09-27T16:11:11+00:00"
"CNGB1","HGNC:2151","chr16:57916244-58005032","chr16:57882340-57971128","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2151","2016-08-22T17:47:15+00:00"
"CNKSR2","HGNC:19701","chrX:21392536-21672807","chrX:21374418-21654689","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:19701","2021-01-12T17:07:31+00:00"
"CNNM4","HGNC:105","chr2:97426639-97477611","chr2:96760902-96811874","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:105","2016-08-22T17:47:16+00:00"
"CNOT1","HGNC:7877","chr16:58553855-58663730","chr16:58519951-58629826","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7877","2022-12-13T18:02:40+00:00"
"CNOT2","HGNC:7878","chr12:70636798-70748773","chr12:70243018-70354993","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7878","2022-11-08T17:41:39+00:00"
"CNOT3","HGNC:7879","chr19:54641478-54659419","chr19:54137762-54155681","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7879","2018-06-27T15:07:24+00:00"
"CNTN1","HGNC:2171","chr12:41086241-41466217","chr12:40692439-41072415","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2171","2016-08-22T17:47:17+00:00"
"CNTN2","HGNC:2172","chr1:205012077-205047417","chr1:205042949-205078289","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2172","2016-08-22T17:47:18+00:00"
"CNTN4","HGNC:2174","chr3:2140550-3099643","chr3:2098866-3057959","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2174","2022-06-14T16:51:13+00:00"
"CNTN6","HGNC:2176","chr3:1134708-1445901","chr3:1093024-1404217","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2176","2022-09-28T16:59:38+00:00"
"CNTNAP2","HGNC:13830","chr7:145813893-148118090","chr7:146116801-148420998","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:13830","2019-10-23T16:16:30+00:00"
"CNTNAP5","HGNC:18748","chr2:124782864-125678796","chr2:124025287-124921219","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18748","2024-09-24T09:25:24+00:00"
"COG1","HGNC:6545","chr17:71189194-71204646","chr17:73193055-73208507","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6545","2016-08-22T17:47:18+00:00"
"COG4","HGNC:18620","chr16:70514470-70557457","chr16:70480567-70523554","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18620","2016-08-22T17:47:19+00:00"
"COG7","HGNC:18622","chr16:23399814-23464510","chr16:23388493-23453189","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18622","2015-04-09T03:17:21+00:00"
"COG8","HGNC:18623","chr16:69360331-69373467","chr16:69326428-69339564","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18623","2015-03-25T14:26:12+00:00"
"COL11A1","HGNC:2186","chr1:103342029-103574078","chr1:102876473-103108522","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2186","2011-10-19T14:14:13+00:00"
"COL16A1","HGNC:2193","chr1:32117864-32169618","chr1:31652263-31704017","Dosage Sensitivity Unlikely for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2193","2021-02-01T20:13:44+00:00"
"COL1A1","HGNC:2197","chr17:48261462-48278992","chr17:50184101-50201631","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2197","2012-08-23T19:09:32+00:00"
"COL1A2","HGNC:2198","chr7:94024207-94060539","chr7:94394895-94431227","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2198","2012-10-12T13:56:57+00:00"
"COL2A1","HGNC:2200","chr12:48366750-48398259","chr12:47972967-48006212","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2200","2020-07-29T19:10:10+00:00"
"COL3A1","HGNC:2201","chr2:189839099-189877472","chr2:188974373-189012746","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2201","2017-01-12T19:29:51+00:00"
"COL4A3","HGNC:2204","chr2:228029340-228179508","chr2:227164624-227314792","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2204","2013-05-22T14:55:24+00:00"
"COL4A5","HGNC:2207","chrX:107683068-107940775","chrX:108439838-108697545","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2207","2020-09-08T16:09:11+00:00"
"COL5A1","HGNC:2209","chr9:137533649-137736689","chr9:134641803-134844843","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2209","2017-12-14T19:40:49+00:00"
"COL5A2","HGNC:2210","chr2:189896624-190044487","chr2:189031898-189441111","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2210","2026-01-13T17:36:33+00:00"
"COL6A5","HGNC:26674","chr3:130064359-130203690","chr3:130345672-130484846","Dosage Sensitivity Unlikely for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26674","2021-02-02T18:05:32+00:00"
"COL7A1","HGNC:2214","chr3:48601506-48632762","chr3:48564073-48595329","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2214","2023-02-08T17:26:06+00:00"
"COL9A1","HGNC:2217","chr6:70924764-71012787","chr6:70215061-70303084","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2217","2013-11-06T18:30:03+00:00"
"COL9A2","HGNC:2218","chr1:40766161-40782958","chr1:40300489-40317286","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2218","2013-10-09T14:29:54+00:00"
"COLEC11","HGNC:17213","chr2:3642702-3692234","chr2:3595112-3644644","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17213","2016-08-22T17:47:20+00:00"
"COLQ","HGNC:2226","chr3:15491640-15563213","chr3:15450133-15521706","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2226","2016-08-22T17:47:20+00:00"
"COMP","HGNC:2227","chr19:18893583-18902114","chr19:18782773-18791305","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2227","2026-05-27T16:15:03+00:00"
"COQ2","HGNC:25223","chr4:84184977-84206287","chr4:83263824-83285134","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25223","2016-08-22T17:47:21+00:00"
"CORO1A","HGNC:2252","chr16:30194923-30200397","chr16:30183602-30189076","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2252","2016-08-22T17:47:22+00:00"
"COX10","HGNC:2260","chr17:13972821-14111994","chr17:14069504-14208677","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2260","2016-08-22T17:47:23+00:00"
"COX14","HGNC:28216","chr12:50506019-50514236","chr12:50112236-50120453","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:28216","2016-08-22T17:47:23+00:00"
"COX15","HGNC:2263","chr10:101454050-101491884","chr10:99694293-99732127","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2263","2016-08-22T17:47:24+00:00"
"COX20","HGNC:26970","chr1:244998608-245008365","chr1:244835306-244845063","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26970","2016-08-22T17:47:25+00:00"
"COX6B1","HGNC:2280","chr19:36139225-36149684","chr19:35648323-35658782","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2280","2016-08-22T17:47:26+00:00"
"CP","HGNC:2295","chr3:148880201-148939616","chr3:149162414-149221829","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2295","2016-08-22T17:47:26+00:00"
"CPA4","HGNC:15740","chr7:129933001-129964020","chr7:130293161-130324180","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15740","2012-07-25T14:40:32+00:00"
"CPA6","HGNC:17245","chr8:68334273-68658595","chr8:67422038-67746360","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17245","2019-09-04T15:09:34+00:00"
"CPAP","HGNC:17272","chr13:25456417-25496999","chr13:24882279-24934000","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17272","2016-08-22T17:46:59+00:00"
"CPLANE1","HGNC:25801","chr5:37106337-37249478","chr5:37075669-37249376","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25801","2016-08-22T17:46:34+00:00"
"CPN1","HGNC:2312","chr10:101801950-101841626","chr10:100042193-100081869","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2312","2016-08-22T17:47:27+00:00"
"CPS1","HGNC:2323","chr2:211342409-211543831","chr2:210477685-210679107","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2323","2016-08-22T17:47:28+00:00"
"CPT1A","HGNC:2328","chr11:68522088-68609384","chr11:68754620-68844277","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2328","2016-08-22T17:47:28+00:00"
"CRADD","HGNC:2340","chr12:94071151-94288616","chr12:93677375-93894840","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2340","2026-06-25T21:40:03+00:00"
"CREBBP","HGNC:2348","chr16:3775055-3930714","chr16:3725054-3880713","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2348","2019-10-23T16:27:40+00:00"
"CRHR1","HGNC:2357","chr17:43861686-43913194","chr17:45784320-45835828","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2357","2012-07-06T20:50:43+00:00"
"CRIPT","HGNC:14312","chr2:46844354-46857315","chr2:46617215-46630176","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14312","2016-08-22T17:47:30+00:00"
"CRIPTO","HGNC:11701","chr3:46616025-46623947","chr3:46574535-46582457","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11701","2011-12-27T19:23:05+00:00"
"CRKL","HGNC:2363","chr22:21271695-21308035","chr22:20917407-20953747","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2363","2020-04-13T18:49:39+00:00"
"CRPPA","HGNC:37276","chr7:16127150-16461163","chr7:16087525-16421538","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:37276","2016-08-22T17:49:35+00:00"
"CRTAP","HGNC:2379","chr3:33155506-33189265","chr3:33114014-33147773","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2379","2016-08-22T17:47:31+00:00"
"CRYBA1","HGNC:2394","chr17:27573877-27581512","chr17:29246859-29254494","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2394","2013-06-06T13:51:53+00:00"
"CRYBB2","HGNC:2398","chr22:25615606-25627836","chr22:25211661-25231869","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2398","2023-01-10T17:06:18+00:00"
"CRYGC","HGNC:2410","chr2:208992861-208994552","chr2:208128137-208129828","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2410","2013-05-22T14:58:27+00:00"
"CSF2RA","HGNC:2435","chrX:1387707-1444111","chrX:1268814-1325218","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2435","2021-08-23T16:08:07+00:00"
"CSF2RB","HGNC:2436","chr22:37309670-37336481","chr22:36913628-36940439","Gene Associated with Autosomal Recessive Phenotype","Not yet evaluated","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2436","2016-08-22T17:47:32+00:00"
"CSMD1","HGNC:14026","chr8:2792883-4852436","chr8:2935361-4994914","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14026","2024-10-08T16:10:21+00:00"
